assessment_id,control_id,control_family,system_id,system_name,assessment_date,assessment_type,assessor,implementation_status,effectiveness_rating,gap_description,remediation_plan,remediation_due_date,remediation_owner,findings
e1126dfe-ea31-4404-ad03-4c54081b5398,SC-17,System and Communications Protection,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-10,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of SC-17 for Partner Data Platform
419e2830-8191-41f3-ab80-9176d2573a50,SC-2,System and Communications Protection,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-14,Self-Assessment,Security Operations,Partially Implemented,Effective,Technical debt impacting control effectiveness,Complete staff training program,2025-08-10,Michael Clark,Assessment of SC-2 for Partner Data Platform
1f3ecbfc-6848-4eec-9f72-4796b38f2d62,PE-1,Physical and Environmental Protection,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-07,Self-Assessment,Security Operations,Partially Implemented,Effective,Training not yet completed for all relevant personnel,Implement automated control monitoring by Q1 2025,2025-04-16,Michael Clark,Assessment of PE-1 for Partner Data Platform
73fd8b06-8657-4883-969d-4197e23bf06b,AC-11,Access Control,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-10,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of AC-11 for Partner Data Platform
88aacc6d-57ed-47db-a53f-d8ada87b6e49,PM-11,Program Management,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-03,Self-Assessment,IT Security Team,Implemented,Partially Effective,,,,,Assessment of PM-11 for Partner Data Platform
cb9122e2-139e-4ff2-8ac1-e0ed8b5700a9,IA-11,Identification and Authentication,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-24,External Audit,IT Security Team,Implemented,Effective,,,,,Assessment of IA-11 for Partner Data Platform
bc7278c6-6d22-43cf-8cb6-3d61db82c50a,PS-3,Personnel Security,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-15,External Audit,Security Operations,Partially Implemented,Partially Effective,"Control partially automated, manual steps remain",Deploy centralized logging solution,2025-07-12,Michael Clark,Assessment of PS-3 for Partner Data Platform
04abdcda-19c4-469c-b65d-dae20a02d697,IR-4,Incident Response,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-07,Continuous Monitoring,Internal Audit Team,Not Implemented,Not Effective,"Control partially automated, manual steps remain",Deploy centralized logging solution,2025-04-21,Michael Clark,Assessment of IR-4 for Partner Data Platform
24100993-df81-4572-bc58-57f9635ecb18,CM-8,Configuration Management,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-04-03,Internal Audit,External Auditor - PwC,Not Implemented,Not Effective,Awaiting management approval for implementation,Deploy configuration management solution,2025-08-25,Michael Clark,Assessment of CM-8 for Partner Data Platform
64f30aec-03af-482f-b611-8eb6d5af2d5d,AU-4,Audit and Accountability,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-21,Continuous Monitoring,Internal Audit Team,Implemented,Effective,,,,,Assessment of AU-4 for Partner Data Platform
1661f7d8-17b2-4a78-b78c-3ad86e0c0b28,IA-5,Identification and Authentication,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-23,External Audit,External Auditor - KPMG,Partially Implemented,Partially Effective,Pending vendor support for required functionality,Document and formalize existing procedures,2025-04-02,Michael Clark,Assessment of IA-5 for Partner Data Platform
088e23a2-bec4-4273-bbd9-22d7570f8d3e,SA-3,System and Services Acquisition,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-18,Continuous Monitoring,GRC Team,Implemented,Partially Effective,,,,,Assessment of SA-3 for Partner Data Platform
e5bb67fc-4749-4e2c-b7c6-46b64ebf7140,SI-12,System and Information Integrity,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-08,Continuous Monitoring,Security Operations,Implemented,Effective,,,,,Assessment of SI-12 for Partner Data Platform
337e2731-4e38-4ae3-94b5-8b8c3b7d30fc,PE-15,Physical and Environmental Protection,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-17,Internal Audit,Risk Management,Implemented,Effective,,,,,Assessment of PE-15 for Partner Data Platform
8770af64-b8fe-4c71-9ac1-24ec126dd9e9,PM-1,Program Management,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-23,External Audit,Security Operations,Implemented,Effective,,,,,Assessment of PM-1 for Partner Data Platform
c99eb53f-a3b8-4ba8-8a91-82c3fe05cbb5,SC-7,System and Communications Protection,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-16,Internal Audit,GRC Team,Partially Implemented,Partially Effective,Training not yet completed for all relevant personnel,Deploy configuration management solution,2025-04-26,Michael Clark,Assessment of SC-7 for Partner Data Platform
7a7bc2d3-dbd7-48ce-8148-da4dbdfee727,PS-2,Personnel Security,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-11,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of PS-2 for Partner Data Platform
d32774fb-f719-4761-822a-0bddc663a40f,SR-12,Supply Chain Risk Management,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-04-03,External Audit,Compliance Team,Implemented,Effective,,,,,Assessment of SR-12 for Partner Data Platform
25b2c3e1-cc3c-4391-870b-635dab1a4c5e,AT-1,Awareness and Training,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-07,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of AT-1 for Partner Data Platform
750cce6b-904d-4f58-bb5d-27feaf17fa78,CM-9,Configuration Management,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-16,Self-Assessment,External Auditor - KPMG,Implemented,Partially Effective,,,,,Assessment of CM-9 for Partner Data Platform
ca31168b-8c48-4dc5-bb47-95ca4a5a3bd7,PE-2,Physical and Environmental Protection,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-05,Self-Assessment,External Auditor - KPMG,Implemented,Partially Effective,,,,,Assessment of PE-2 for Partner Data Platform
d42f1d69-ff26-493e-bee5-aff8b0f54c52,SA-9,System and Services Acquisition,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-26,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of SA-9 for Partner Data Platform
ac2a07cd-b928-4f80-a2a9-b0de7d659793,IR-8,Incident Response,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-04-04,Self-Assessment,Security Operations,Implemented,Effective,,,,,Assessment of IR-8 for Partner Data Platform
27e8d613-4cca-416c-9b1c-e9a0c8719300,IR-3,Incident Response,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-23,Internal Audit,Security Operations,Implemented,Partially Effective,,,,,Assessment of IR-3 for Partner Data Platform
aeeae553-e54a-4afa-a3e9-77f1536efef0,PM-9,Program Management,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-15,External Audit,Risk Management,Implemented,Effective,,,,,Assessment of PM-9 for Partner Data Platform
dd8cd91d-3daf-4604-949b-d6797298f0ef,PM-7,Program Management,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-13,Internal Audit,IT Security Team,Not Implemented,Not Effective,Training not yet completed for all relevant personnel,Implement automated compliance checks,2025-05-18,Michael Clark,Assessment of PM-7 for Partner Data Platform
f640c3f5-3de2-449c-9d46-dc324dda6969,SI-7,System and Information Integrity,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-06,Self-Assessment,External Auditor - PwC,Partially Implemented,Partially Effective,Training not yet completed for all relevant personnel,Document and formalize existing procedures,2025-03-11,Michael Clark,Assessment of SI-7 for Partner Data Platform
be6a39de-3f35-4893-976a-44b21dee5d27,PL-2,Planning,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-03-20,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of PL-2 for Partner Data Platform
951ed47b-5f66-4b9e-a686-9bd2576a1301,PE-8,Physical and Environmental Protection,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,2025-02-06,External Audit,Compliance Team,Not Implemented,Not Effective,Third-party dependency blocking full implementation,Engage vendor for implementation support,2025-06-30,Michael Clark,Assessment of PE-8 for Partner Data Platform
07c72dd2-2283-4847-93c2-9c930d3be2e4,CM-9,Configuration Management,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-25,External Audit,GRC Team,Implemented,Effective,,,,,Assessment of CM-9 for Financial Service
c5b390f1-82e1-41c3-9d55-551c6004e7e8,CP-3,Contingency Planning,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-12,Internal Audit,IT Security Team,Implemented,Partially Effective,,,,,Assessment of CP-3 for Financial Service
f4b4d48e-e86a-4570-8831-9ab597b5d729,SC-21,System and Communications Protection,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-05,External Audit,GRC Team,Not Implemented,Not Effective,Technical debt impacting control effectiveness,Implement automated compliance checks,2025-08-09,Melissa Jackson,Assessment of SC-21 for Financial Service
23cc82eb-777a-45a5-a121-0ed74e8a411b,SC-17,System and Communications Protection,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-14,Self-Assessment,External Auditor - PwC,Partially Implemented,Partially Effective,Pending vendor support for required functionality,Deploy configuration management solution,2025-04-23,Melissa Jackson,Assessment of SC-17 for Financial Service
d6fd9cf4-c736-4a46-877c-6ad3982a29f3,AC-14,Access Control,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-14,External Audit,Security Operations,Partially Implemented,Partially Effective,Missing formal documentation of the control procedure,Deploy centralized logging solution,2025-07-11,Melissa Jackson,Assessment of AC-14 for Financial Service
1a04cdf1-6e61-471d-aaa4-1ac06c24751a,AU-6,Audit and Accountability,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-24,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of AU-6 for Financial Service
c91d0532-4b92-40dd-be54-baea73e63a6b,PM-5,Program Management,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-31,Self-Assessment,External Auditor - PwC,Implemented,Partially Effective,,,,,Assessment of PM-5 for Financial Service
9363f00d-f46d-4ab4-8852-a582a3252e74,SI-3,System and Information Integrity,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-28,Internal Audit,External Auditor - PwC,Not Applicable,,,,,,Assessment of SI-3 for Financial Service
f0ad2478-431e-4cb7-98a2-03b19dbc89e9,AU-3,Audit and Accountability,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-18,Internal Audit,Risk Management,Not Implemented,Not Effective,Legacy system limitation prevents full implementation,Engage vendor for implementation support,2025-07-02,Melissa Jackson,Assessment of AU-3 for Financial Service
658006f5-474b-4621-a816-8f3400d9d14b,CP-1,Contingency Planning,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-13,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of CP-1 for Financial Service
8d3b9ddf-aed9-413f-bc31-9c2925fef9c3,PM-1,Program Management,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-26,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of PM-1 for Financial Service
78a97c79-d4ab-41ed-a7fb-0373e37b31f3,SI-12,System and Information Integrity,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-06,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of SI-12 for Financial Service
91a7eeb7-1bb8-4bbd-b80b-962f87513537,RA-9,Risk Assessment,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-11,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of RA-9 for Financial Service
740641c8-bcd9-4175-9d3e-71bf66a99b8e,IA-3,Identification and Authentication,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-24,Self-Assessment,Security Operations,Partially Implemented,Effective,Missing formal documentation of the control procedure,Document and formalize existing procedures,2025-09-02,Melissa Jackson,Assessment of IA-3 for Financial Service
d1649e72-20ab-485a-bf1f-beff85200cab,SR-3,Supply Chain Risk Management,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-07,Self-Assessment,Internal Audit Team,Implemented,Partially Effective,,,,,Assessment of SR-3 for Financial Service
39b3f1e6-940f-4584-86b3-e9fa23806ef8,CM-3,Configuration Management,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-24,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of CM-3 for Financial Service
6067ac86-2397-4558-b8e6-356457fa3403,SC-39,System and Communications Protection,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-15,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of SC-39 for Financial Service
169750c7-2f73-447b-8428-4c75ee4f7ecc,CA-6,Assessment Authorization and Monitoring,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-19,Self-Assessment,Security Operations,Implemented,Partially Effective,,,,,Assessment of CA-6 for Financial Service
239db2f0-bdac-4304-9e75-6b841b383f68,SA-1,System and Services Acquisition,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-11,Internal Audit,External Auditor - KPMG,Not Implemented,Not Effective,Training not yet completed for all relevant personnel,Upgrade legacy system to support required controls,2025-05-07,Melissa Jackson,Assessment of SA-1 for Financial Service
58e06fb0-0b87-4eb8-bb43-c971960bd3d0,AU-12,Audit and Accountability,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-13,Self-Assessment,Internal Audit Team,Not Implemented,Not Effective,Awaiting management approval for implementation,Deploy configuration management solution,2025-04-14,Melissa Jackson,Assessment of AU-12 for Financial Service
e2029d8f-4ee1-4827-9516-d3f61ca13ff9,SA-3,System and Services Acquisition,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-16,External Audit,IT Security Team,Not Implemented,Not Effective,Process exists but not consistently followed across all teams,Establish evidence collection workflow,2025-07-19,Melissa Jackson,Assessment of SA-3 for Financial Service
c8a6e7b1-4c21-4ae2-9797-c1747b7b0c4d,IR-5,Incident Response,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-14,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of IR-5 for Financial Service
a8b77c0d-723d-4f9b-874c-22362dfdf893,CP-9,Contingency Planning,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-24,External Audit,Risk Management,Not Implemented,Not Effective,Legacy system limitation prevents full implementation,Implement automated control monitoring by Q1 2025,2025-08-01,Melissa Jackson,Assessment of CP-9 for Financial Service
28409c17-9ad0-4595-8953-d49e957338e5,SA-2,System and Services Acquisition,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-04-01,Continuous Monitoring,GRC Team,Implemented,Effective,,,,,Assessment of SA-2 for Financial Service
16e20f03-0030-4a2e-a5d1-b8e841077005,AU-11,Audit and Accountability,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-11,Self-Assessment,Risk Management,Implemented,Effective,,,,,Assessment of AU-11 for Financial Service
8bb6573e-f0ee-4555-b03e-92395ddee1cc,CM-11,Configuration Management,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-04-01,Internal Audit,External Auditor - PwC,Partially Implemented,Effective,Process exists but not consistently followed across all teams,Complete staff training program,2025-08-24,Melissa Jackson,Assessment of CM-11 for Financial Service
e140ae88-ab15-48e8-b90c-c7969b09f0af,SC-23,System and Communications Protection,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-10,Self-Assessment,Internal Audit Team,Implemented,Partially Effective,,,,,Assessment of SC-23 for Financial Service
552b2737-c51d-4e6f-8d42-16b62e830f37,AC-5,Access Control,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-22,Internal Audit,Risk Management,Implemented,Effective,,,,,Assessment of AC-5 for Financial Service
dbcd52f3-07f1-476f-af82-966771aabdd0,IA-4,Identification and Authentication,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-20,External Audit,Compliance Team,Implemented,Effective,,,,,Assessment of IA-4 for Financial Service
7df40e93-a653-4c31-b79e-8976662f8d87,CP-7,Contingency Planning,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-21,External Audit,Security Operations,Implemented,Effective,,,,,Assessment of CP-7 for Financial Service
51e788aa-2f9a-40d7-a387-8f7bda999c36,PS-3,Personnel Security,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-12,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of PS-3 for Financial Service
c8c80c90-433a-4331-817e-9eb793993f1d,PE-4,Physical and Environmental Protection,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-17,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of PE-4 for Financial Service
574b0521-a420-42bd-b59b-09f08076e349,PE-17,Physical and Environmental Protection,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-21,Continuous Monitoring,Security Operations,Partially Implemented,Partially Effective,Technical debt impacting control effectiveness,Implement automated control monitoring by Q1 2025,2025-04-23,Melissa Jackson,Assessment of PE-17 for Financial Service
d59b540f-9e36-402a-885e-65883ba6d567,SI-8,System and Information Integrity,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-04-02,External Audit,Compliance Team,Not Applicable,,,,,,Assessment of SI-8 for Financial Service
e978203e-b730-4f41-ac38-e8799f754063,PM-3,Program Management,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-28,Self-Assessment,External Auditor - KPMG,Not Applicable,,,,,,Assessment of PM-3 for Financial Service
1b3cba0d-0687-40ca-9bf9-ad4c713d2a25,PL-10,Planning,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-16,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of PL-10 for Financial Service
8491d7c8-9f20-4b69-92fe-44d5ae81e3f2,AU-1,Audit and Accountability,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-02-18,External Audit,Risk Management,Implemented,Partially Effective,,,,,Assessment of AU-1 for Financial Service
76fa8480-e76f-4ac1-9146-e4e203f56564,MP-1,Media Protection,e2b15d95-f539-47a5-8b2e-8a0cf70a6854,Financial Service,2025-03-16,Internal Audit,Risk Management,Partially Implemented,Partially Effective,Manual process needs automation for compliance,Deploy configuration management solution,2025-08-26,Melissa Jackson,Assessment of MP-1 for Financial Service
